"Resort Hotel"	"1"	"166.0"	"5.0"	"2_spring"	"22.0"	"1.0"	"mixed_trip"	"14.0"	"8plus_nights"	"1.0"	"0.0"	"single"	"Undefined"	"GBR"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Contract"	"78.95"	"0.0"	"0_request"
"Resort Hotel"	"1"	"147.0"	"5.0"	"2_spring"	"20.0"	"1.0"	"mixed_trip"	"7.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"HB"	"IRL"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"70.4"	"0.0"	"0_request"
"City Hotel"	"1"	"35.0"	"10.0"	"4_autumn"	"42.0"	"1.0"	"mixed_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"ESP"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"104.85"	"0.0"	"1_request"
"City Hotel"	"0"	"304.0"	"11.0"	"4_autumn"	"45.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"89.0"	"0.0"	"0_request"
"City Hotel"	"0"	"77.0"	"4.0"	"2_spring"	"16.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"1.0"	"0.0"	"single"	"BB"	"ESP"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"90.9"	"0.0"	"1_request"
"Resort Hotel"	"1"	"1.0"	"8.0"	"3_summer"	"33.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"1.0"	"small_group"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"B"	"1.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"170.1"	"0.0"	"1_request"
"City Hotel"	"1"	"132.0"	"7.0"	"3_summer"	"30.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"3.0"	"0.0"	"small_group"	"HB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"1_change"	"No Deposit"	"agent_1"	"0.0"	"0.0"	"Transient-Party"	"130.5"	"0.0"	"0_request"
"City Hotel"	"0"	"314.0"	"8.0"	"3_summer"	"35.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Groups"	"TA/TO"	"1.0"	"one_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_1"	"0.0"	"0.0"	"Transient-Party"	"62.8"	"0.0"	"0_request"
"City Hotel"	"0"	"81.0"	"3.0"	"2_spring"	"13.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"99.45"	"0.0"	"1_request"
"City Hotel"	"1"	"47.0"	"10.0"	"4_autumn"	"43.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"B"	"B"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"72.36"	"0.0"	"1_request"
"City Hotel"	"0"	"21.0"	"2.0"	"1_winter"	"8.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"118.0"	"0.0"	"0_request"
"City Hotel"	"1"	"0.0"	"5.0"	"2_spring"	"20.0"	"1.0"	"weekend_trip"	"1.0"	"1_night"	"1.0"	"0.0"	"single"	"SC"	"Other"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"66.4"	"0.0"	"0_request"
"City Hotel"	"0"	"242.0"	"9.0"	"4_autumn"	"37.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"100.3"	"0.0"	"0_request"
"City Hotel"	"0"	"189.0"	"10.0"	"4_autumn"	"44.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"109.8"	"0.0"	"0_request"
"City Hotel"	"0"	"29.0"	"1.0"	"1_winter"	"3.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient-Party"	"65.0"	"0.0"	"0_request"
"City Hotel"	"0"	"37.0"	"5.0"	"2_spring"	"19.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"SC"	"ESP"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"116.1"	"0.0"	"0_request"
"Resort Hotel"	"1"	"207.0"	"3.0"	"2_spring"	"11.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"GBR"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"D"	"1.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"37.8"	"0.0"	"3_requests"
"City Hotel"	"1"	"74.0"	"7.0"	"3_summer"	"30.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"81.25"	"0.0"	"0_request"
"City Hotel"	"0"	"109.0"	"8.0"	"3_summer"	"32.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"SC"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"100.5"	"0.0"	"0_request"
"Resort Hotel"	"1"	"20.0"	"12.0"	"1_winter"	"52.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Direct"	"Direct"	"0.0"	"no_previous"	"F"	"F"	"0.0"	"0_change"	"No Deposit"	"no_agent"	"0.0"	"0.0"	"Transient"	"55.0"	"0.0"	"1_request"
"Resort Hotel"	"0"	"157.0"	"10.0"	"4_autumn"	"40.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"52.0"	"0.0"	"0_request"
"City Hotel"	"0"	"85.0"	"1.0"	"1_winter"	"4.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"one_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"85.0"	"0.0"	"0_request"
"City Hotel"	"0"	"99.0"	"5.0"	"2_spring"	"18.0"	"1.0"	"mixed_trip"	"8.0"	"8plus_nights"	"2.0"	"0.0"	"couple"	"BB"	"DEU"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"139.5"	"0.0"	"0_request"
"Resort Hotel"	"1"	"297.0"	"12.0"	"1_winter"	"52.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"HB"	"PRT"	"Direct"	"Direct"	"1.0"	"no_previous"	"E"	"E"	"0.0"	"2+_change"	"No Deposit"	"no_agent"	"0.0"	"0.0"	"Transient-Party"	"60.87"	"0.0"	"3_requests"
"Resort Hotel"	"0"	"64.0"	"11.0"	"4_autumn"	"48.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"46.8"	"0.0"	"0_request"
"Resort Hotel"	"0"	"18.0"	"10.0"	"4_autumn"	"44.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"46.0"	"0.0"	"0_request"
"City Hotel"	"0"	"94.0"	"8.0"	"3_summer"	"34.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"122.45"	"0.0"	"0_request"
"City Hotel"	"1"	"159.0"	"4.0"	"2_spring"	"15.0"	"1.0"	"mixed_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"FRA"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient-Party"	"70.0"	"0.0"	"1_request"
"Resort Hotel"	"1"	"17.0"	"11.0"	"4_autumn"	"48.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"BB"	"FRA"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"D"	"1.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"48.0"	"1.0"	"1_request"
"City Hotel"	"1"	"301.0"	"7.0"	"3_summer"	"31.0"	"1.0"	"mixed_trip"	"2.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"HB"	"Other"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"1_change"	"No Deposit"	"agent_6"	"0.0"	"0.0"	"Transient-Party"	"90.0"	"0.0"	"0_request"
"Resort Hotel"	"0"	"166.0"	"7.0"	"3_summer"	"28.0"	"1.0"	"mixed_trip"	"7.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"57.8"	"0.0"	"1_request"
"Resort Hotel"	"1"	"73.0"	"7.0"	"3_summer"	"31.0"	"1.0"	"mixed_trip"	"5.0"	"4_7_nights"	"3.0"	"0.0"	"small_group"	"HB"	"PRT"	"Direct"	"Direct"	"0.0"	"no_previous"	"E"	"E"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"209.0"	"0.0"	"1_request"
"City Hotel"	"0"	"107.0"	"8.0"	"3_summer"	"33.0"	"1.0"	"mixed_trip"	"6.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"63.75"	"0.0"	"1_request"
"City Hotel"	"1"	"12.0"	"10.0"	"4_autumn"	"42.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Corporate"	"Corporate"	"0.0"	"no_previous"	"A"	"D"	"1.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient-Party"	"100.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"5.0"	"1.0"	"1_winter"	"3.0"	"1.0"	"weekend_trip"	"1.0"	"1_night"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Corporate"	"Corporate"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"no_agent"	"1.0"	"0.0"	"Transient"	"38.0"	"0.0"	"0_request"
"City Hotel"	"0"	"56.0"	"3.0"	"2_spring"	"12.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"85.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"0.0"	"11.0"	"4_autumn"	"47.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"BB"	"BRA"	"Direct"	"Direct"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"no_agent"	"0.0"	"0.0"	"Transient"	"43.0"	"1.0"	"0_request"
"Resort Hotel"	"1"	"34.0"	"8.0"	"3_summer"	"32.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"165.23"	"0.0"	"0_request"
"City Hotel"	"0"	"156.0"	"8.0"	"3_summer"	"32.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"3.0"	"0.0"	"small_group"	"BB"	"GBR"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"175.5"	"0.0"	"0_request"
"City Hotel"	"1"	"23.0"	"5.0"	"2_spring"	"19.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"D"	"1.0"	"0_change"	"No Deposit"	"agent_7"	"0.0"	"0.0"	"Transient"	"108.57"	"0.0"	"1_request"
"Resort Hotel"	"0"	"211.0"	"9.0"	"4_autumn"	"37.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"Non Refund"	"agent_1"	"0.0"	"0.0"	"Transient"	"89.0"	"0.0"	"0_request"
"City Hotel"	"1"	"154.0"	"8.0"	"3_summer"	"33.0"	"1.0"	"mixed_trip"	"5.0"	"4_7_nights"	"3.0"	"0.0"	"small_group"	"BB"	"GBR"	"Direct"	"Direct"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_14"	"0.0"	"0.0"	"Transient"	"145.6"	"0.0"	"1_request"
"City Hotel"	"0"	"97.0"	"10.0"	"4_autumn"	"41.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"140.0"	"0.0"	"0_request"
"City Hotel"	"1"	"39.0"	"9.0"	"4_autumn"	"40.0"	"1.0"	"weekend_trip"	"1.0"	"1_night"	"1.0"	"0.0"	"single"	"BB"	"DEU"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"129.7"	"0.0"	"0_request"
"Resort Hotel"	"0"	"0.0"	"12.0"	"1_winter"	"52.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"E"	"F"	"1.0"	"0_change"	"Non Refund"	"agent_240"	"0.0"	"0.0"	"Transient"	"75.0"	"0.0"	"0_request"
"City Hotel"	"1"	"186.0"	"7.0"	"3_summer"	"31.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"GBR"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient-Party"	"96.3"	"0.0"	"1_request"
"Resort Hotel"	"0"	"23.0"	"12.0"	"1_winter"	"49.0"	"0.0"	"business_trip"	"1.0"	"1_night"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"46.4"	"0.0"	"1_request"
"City Hotel"	"1"	"120.0"	"9.0"	"4_autumn"	"40.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"Other"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"108.57"	"0.0"	"0_request"
"City Hotel"	"1"	"15.0"	"2.0"	"1_winter"	"6.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"BB"	"FRA"	"Corporate"	"Corporate"	"0.0"	"no_previous"	"E"	"F"	"1.0"	"1_change"	"No Deposit"	"no_agent"	"1.0"	"0.0"	"Transient-Party"	"86.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"94.0"	"9.0"	"4_autumn"	"40.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"ESP"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"D"	"D"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"125.0"	"1.0"	"1_request"
"Resort Hotel"	"1"	"13.0"	"10.0"	"4_autumn"	"43.0"	"1.0"	"mixed_trip"	"2.0"	"2_3_nights"	"1.0"	"0.0"	"single"	"BB"	"PRT"	"Direct"	"Direct"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"41.4"	"0.0"	"0_request"
"City Hotel"	"0"	"190.0"	"4.0"	"2_spring"	"14.0"	"1.0"	"mixed_trip"	"5.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"88.4"	"0.0"	"0_request"
"Resort Hotel"	"1"	"3.0"	"11.0"	"4_autumn"	"47.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"1.0"	"0.0"	"single"	"BB"	"NLD"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"C"	"1.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"60.0"	"0.0"	"1_request"
"City Hotel"	"0"	"78.0"	"3.0"	"2_spring"	"13.0"	"1.0"	"mixed_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"100.0"	"0.0"	"0_request"
"City Hotel"	"0"	"122.0"	"1.0"	"1_winter"	"4.0"	"1.0"	"mixed_trip"	"7.0"	"4_7_nights"	"2.0"	"1.0"	"small_group"	"BB"	"BRA"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_9"	"0.0"	"0.0"	"Transient"	"103.7"	"0.0"	"1_request"
"Resort Hotel"	"1"	"12.0"	"3.0"	"2_spring"	"9.0"	"0.0"	"business_trip"	"3.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Direct"	"Direct"	"1.0"	"no_previous"	"E"	"E"	"0.0"	"2+_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Group"	"62.2"	"0.0"	"2_requests"
"City Hotel"	"0"	"278.0"	"7.0"	"3_summer"	"30.0"	"0.0"	"business_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"one_previous"	"A"	"A"	"0.0"	"0_change"	"No Deposit"	"agent_1"	"0.0"	"0.0"	"Contract"	"62.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"40.0"	"7.0"	"3_summer"	"31.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"1.0"	"small_group"	"FB"	"ESP"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"1_change"	"No Deposit"	"other_agent"	"0.0"	"0.0"	"Transient"	"215.1"	"0.0"	"0_request"
"City Hotel"	"0"	"66.0"	"4.0"	"2_spring"	"15.0"	"1.0"	"weekend_trip"	"2.0"	"2_3_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Groups"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"no_agent"	"0.0"	"0.0"	"Transient"	"100.0"	"0.0"	"0_request"
"City Hotel"	"0"	"100.0"	"4.0"	"2_spring"	"16.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"PRT"	"Offline TA/TO"	"TA/TO"	"0.0"	"no_previous"	"A"	"A"	"0.0"	"0_change"	"Non Refund"	"other_agent"	"0.0"	"0.0"	"Transient"	"105.0"	"0.0"	"0_request"
"Resort Hotel"	"1"	"163.0"	"10.0"	"4_autumn"	"41.0"	"1.0"	"mixed_trip"	"4.0"	"4_7_nights"	"2.0"	"0.0"	"couple"	"BB"	"FRA"	"Online TA"	"TA/TO"	"0.0"	"no_previous"	"E"	"E"	"0.0"	"0_change"	"No Deposit"	"agent_240"	"0.0"	"0.0"	"Transient"	"95.0"	"1.0"	"2_requests"
